用例ID,用例标题,等级,用例类型,模块,用例目录,所属模块,执行档位,档位说明,技能分类,匹配说明,人工验收项,前置条件,步骤描述,预期结果
12903381,任务列表长按排序验证,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_extra,长按、拖动、退出、保存,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,1. 长按任务列表中的「A 区草坪」任务；2. 向上 / 下拖动调整排序位置；3. 保存排序后退出重进,1. 任务顺序实时更新，拖动流畅；2. 退出重进，排序保持不变，持久化有效
12903382,任务列表删除与恢复验证,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 割草机器人设备在线；
2.已建地图；
3. 进入「快速任务」页面","1. 点击任务列表中任务的「删除」图标；
2. 确认 / 取消删除弹窗（按产品设计）；
3. 重新添加已删除任务","1. 弹出确认弹窗，确认后移除任务；
2. 取消删除，列表 / 地图状态不变；
3. 恢复添加后功能正常"
12903383,可添加区域展示与添加限制验证,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 割草机器人设备在线；
2.已建地图；
3. 进入「快速任务」页面","1. 查看「可添加区域」列表显示状态；
2. 连续点击同一区域 5 次；
3. 删除已添加任务，观察列表恢复情况","1. 已添加区域显示「已添加 X 次」，未添加显示「+」；
2. 第 5 次添加逻辑正常，无崩溃、无报错；
3. 删除后区域重新显示在可添加列表"
12903385,高频操作稳定性验证--无奔溃anr,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_extra,切换、拖动、缩放、删除、添加,,"1. 设备处于弱网 / 断网环境；
2. 进入快速任务页面","1. 快速连续添加 / 删除多个任务；
2. 快速切换地图缩放 / 拖动视图",1. 页面无卡顿、无崩溃、无 ANR；2. UI 无错乱，数据同步准确
12903804,保存为任务功能验证,P0,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 添加至少 1 个任务；
2. 点击「保存为任务」按钮；
3. 确认 / 取消保存弹窗","1. 弹出保存确认弹窗；
2. 确认后保存成功，可在首页任务列表查看；
3. 取消无数据保存"
12903805,快速任务点击保存，页面自动弹出键盘,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,1、1.新建任务，点击保存查看,"1、1.页面自动弹出键盘
2.键盘可正常收起，展开
3.键盘可正常使用"
12903808,开始作业按钮可用性与跳转验证,P1,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 任务列表为空，点击「开始作业」；
2. 添加 1 个任务，点击「开始作业」","1. 按钮置灰不可点击，无异常点击；
2. 按钮高亮可点击，跳转至作业执行页面（按产品设计，开始3秒倒计时）"
12903399,快速任务默认执行割草工作模式,P0,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,设置,,新建地图,1、选中区域-查看功能参数设置-开始任务,"1、1.功能模式默认执行割草工作模式，开始任务直接执行割草任务
2.（默认转速低、运行速度中）"
12903400,支持割草、收集、吸割一体三种模式选择,P1,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,切换,,添加快速任务,1、查看快速任务面板，切换不同工作模式,1、页面显示割草、收集、吸割一体三种模式，可切换选中
12903401,模式切换即时生效,P2,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,切换,,添加快速任务,"1、1.编辑任务区域工作参数
2.切换割草、收集、吸割一体模式查看",1、割草/收集/吸割一体工作模式切换即时生效
12903402,快速任务切换不同工作模式（割草、集草、吸割一体）对应参数设置同步切换,P1,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,B,以观察/显示类步骤为主，需环境注入或截图断言,convert_mid,显示,,1.进入快速任务页面,1、快速任务切换割草、收集、割吸一体，查看页面对应参数设置显示,"1、1.切换到割草显示割草工作模式对应可设置的参数列表
2.切换到收集显示收集工作模式对应可设置的参数列表
3.切换到割吸一体显示割吸一体工作模式对应可设置的参数列表"
12903403,快速任务单工作模式设置成功,P2,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,设置,,地图已创建,1、分别设置割草、集草、割吸一体模式，开始任务,1、快速任务启动成功，机器工作模式及参数符合要求
12903404,快速任务组合任务（先割后吸、先吸后割）可设置成功,P2,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,设置,,地图已创建,"1、1.设置一个草坪先割草后集草查看
2、设置一个草坪先集草后割草查看
3、设置一个草坪先割吸一体后集草查看
4、设置一个草坪割草另一个草坪集草再一个草坪割吸一体查看","1、先割后集执行快速任务，无异常
2、先集后割执行快速任务，无异常
3、先割吸一体后集草执行快速任务，无异常
4、三个草坪分别执行对应的任务，模式切换正常无异常"
12903405,快速任务设置保存后，可在首页任务列表中直接复用,P1,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,设置、保存,,已建地图并保存,1、设置快速任务并保存，到任务列表查看并复用,1、保存任务成功，任务列表点击该快速任务可直接启动任务
12903406,多条快速任务可分别保存成功，不会覆盖,P2,,快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,整机软件V1.0/界面操作和任务设置/快速任务/工作模式参数设置联动验证,A,机载 UI 可 Midscene 执行,convert_extra,设置、保存,,已保存至少 1 条任务,1、再次设置快速任务保存查看,1、任务保存成功，不会覆盖或替换之前保存的任务
12903690,快速任务设置可执行,P0,,快速任务/完整流程验证,整机软件V1.0/界面操作和任务设置/快速任务/完整流程验证,整机软件V1.0/界面操作和任务设置/快速任务/完整流程验证,A,机载 UI 可 Midscene 执行,convert_high,点击、选择,,1. 已创建地图,"1. 在地图上框选区域2. 选择任务模式（如割草）
3. 设置参数（如速度、割盘转速）
4. 点击 “开始作业”","1. 开始任务倒计时结束后，机器直接执行快速任务
2. 界面显示实时地图和任务进度"
12903692,快速任务必填项校验,P2,,快速任务/完整流程验证,整机软件V1.0/界面操作和任务设置/快速任务/完整流程验证,整机软件V1.0/界面操作和任务设置/快速任务/完整流程验证,A,机载 UI 可 Midscene 执行,convert_high,点击,,进入快速任务页面,"1、1.未选中区域添加任务
2.直接点击开始作业或保存为任务组合",1、1.开始作业及保存为任务组合按钮置灰显示，无法操作
12903886,设置按钮跳转设置页,P0,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,进入主界面，左下快捷栏可见,1. 点击 “设置” 按钮,1. 正常进入设置界面，无闪退、无白屏
12903887,已设置回充点时点击充电--正常回充,P0,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,已设置回充点，机器空闲,1. 点击 “充电” 按钮,"1. 机器立即前往回充点
2. 页面同步显示 “机器人正在前往充电桩名称”，名称与设置一致"
12903888,未设置回充点时点击充电--机器原地不动、提示设置回充点,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,未设置回充点，机器空闲,1. 点击 “充电” 按钮,"1. 弹出 Toast 提示 “未设置回充点，请前往地图设置”
2. 机器停在原点，无移动"
12903889,未设置充电点时去设置入口可跳转,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,未设置充电点位,1、1.页面点击充电按钮查看,1、跳转到地图编辑，可设置充电点位
12903890,回充过程中支持暂停/继续,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,已触发充电回充,"1. 点击 “暂停回充” 按钮
2.返航中暂停后点击‘继续回充’","1. 回充立即暂停，机器停在当前位置
2.页面显示继续回充按钮，点击继续回充"
12903891,回充过程中支持取消,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,已触发回充,1. 点击 “取消回充” 按钮,1. 回充立即终止，机器停在当前位置
12903893,已设置返航点时点击返航,P0,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,已设置返航点，机器空闲,1. 点击 “返航” 按钮,"1. 机器立即前往返航点，路径规划合理
2. 页面显示 “机器人正在返航至返航点”，名称与设置一致"
12903894,返航过程中支持取消,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,已触发返航,1. 点击 “取消返航” 按钮,1. 返航立即终止，机器停在当前位置
12903895,返航过程中支持暂停/继续,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,已触发返航,"1. 点击 “暂停返航” 按钮
2.返航中暂停后点击‘继续返航’","1. 返航立即暂停，机器停在当前位置
2.页面显示继续返航按钮，点击继续返航"
12903896,未设置返航点时点击返航--机器原地不动、提示设置返航点,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,未设置返航点，机器空闲,1. 点击 “返航” 按钮,"1. 弹出提示 “未设置返航点，请先设置”
2. 机器停在原点，无移动"
12903897,未设置返航点时去设置入口跳转,P1,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,未设置返航点，返航提示有 “去设置” 入口,1. 点击提示中的 “去设置”,1. 跳转至返航点设置页
12903898,任务执行中点击充电 / 返航二次确认,P2,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,机器正在执行割草 / 收集任务,1. 点击 “充电” 或 “返航” 按钮,1. 弹出二次确认：“当前正在执行任务，是否中断并返航 / 充电？”2. 确认后中断任务并执行返航 / 充电
12903899,低电量优先级＞返航,P2,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,A,机载 UI 可 Midscene 执行,convert_high,点击,,电量≤10%，机器空闲,1. 点击 “返航“ 按钮,1. 优先执行低电回充
12903968,无网络时点击设置按钮--正常跳转,P2,,（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,A,机载 UI 可 Midscene 执行,convert_high,点击,,关闭设备网络,1. 点击 “设置” 按钮,1. 可进入本地设置页2. 提示 “当前无网络，仅显示本地设置”
12903969,机器离线点击充电/返航，任务正常执行,P2,,（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,A,机载 UI 可 Midscene 执行,convert_high,点击,,关闭设备网络,1、快捷栏点击充电/返航，查看机器及页面显示,"1、1.机器正常执行充电、返航任务
2.导航正常抵达充电点、返航点"
12903970,机器执行作业/回充/返航时，点击设置不影响任务,P2,,（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,A,机载 UI 可 Midscene 执行,convert_high,点击,,机器工作中割草/收集/割吸一体/返航/充电,1、快捷栏点击设置按钮查看,1、进入设置页面，不影响当前机器任务执行
12903971,定位异常时充电 / 返航按钮隐藏,P2,,（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,A,机载 UI 可 Midscene 执行,convert_high,点击,,机器定位信号丢失,1. 点击 “充电” 或 “返航” 按钮,1.快捷栏充电、返航按钮隐藏
12903973,连续点击回充、返航、设置，页面无重复指令、无卡死、无闪退,P2,,（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,A,机载 UI 可 Midscene 执行,convert_high,点击,,开机正常,1、连续点击回充、返航、设置，查看页面响应,1、页面无重复指令、无卡死、无闪退
12903965,急停动画需要执行’按钮已复位‘才能关闭,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,A,机载 UI 可 Midscene 执行,convert_high,点击,,1.触发急停,"1、1.屏幕操作关闭动画显示
2.点击按钮已复位查看",1、1.机身急停按钮未复位，操作整机屏幕及点击按钮已复位，急停弹窗不关闭有提示
12903966,急停按钮复位操作正确执行,P1,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,A,机载 UI 可 Midscene 执行,convert_high,点击,,设备在空闲/任务下发/工作中/手动接管/倾倒/返航/回充/空闲/故障等状态下,"1、1.触发急停
2.机身旋转弹起急停按钮
3.整机屏幕点击""按钮已复位""按钮","1、1. 系统执行急停复位操作
2. 界面状态更新为正常运行状态
3. 急停按钮提示消失
4. 系统恢复正常操作权限"
12903393,任务命名输入框默认为空，不可保存,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,A,机载 UI 可 Midscene 执行,convert_high,输入,,触发快速任务/新建任务等保存任务,"1、1. 保存弹窗任务命名
2. 查看弹窗输入框默认显示","1、1. ""保存""按钮置灰不可点击
2. 红色字体提示""请为任务命名""
3. 任务无法保存"
12903394,任务命名输入框正确显示字符计数,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,A,机载 UI 可 Midscene 执行,convert_high,输入,,触发快速任务/新建任务等保存任务,"1、1. 保存弹窗任务命名
2. 在输入框中输入字符","1、1. 输入框右侧实时显示字符计数（如""0/50""）
 2. 字符计数随输入实时更新"
12903395,任务命名字符数在限制范围内可正常保存,P0,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,触发快速任务/新建任务等保存任务,"1、1. 保存弹窗任务命名
2. 输入1-50个字符后点击保存","1、1. 字符计数显示（如""30/50""）
 2. ""保存""按钮可用（蓝色高亮）
 3. 点击保存后任务成功保存"
12903396,任务命名字符数超出限制时正确提示并阻止保存,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,触发快速任务/新建任务等保存任务,"1、1. 保存弹窗任务命名
2. 输入超过50个字符后点击保存","1、1. 字符计数50/50提示
 2. 字符限制输入
 3. ""保存""按钮置灰不可点击
 4. 任务无法保存"
12903397,任务命名取消操作正确执行,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,A,机载 UI 可 Midscene 执行,convert_high,点击,,触发快速任务/新建任务等保存任务,"1、1. 保存弹窗任务命名
2. 点击""取消""按钮","1、1. 关闭保存任务弹窗
 2. 输入内容不保存
 3. 返回上一级页面"
12903398,任务命名输入框支持特殊字符输入,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/保存任务命名,A,机载 UI 可 Midscene 执行,convert_high,输入,,触发快速任务/新建任务等保存任务,"1、1. 保存弹窗任务命名
2. 输入特殊字符（如@#$%等）","1、1. 特殊字符可正常输入
 2. 字符计数正常统计
 3. 在字符限制内可正常保存"
12903303,加载完成后自动隐藏加载动画,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,A,机载 UI 可 Midscene 执行,convert_high,等待,,"1. 进入作业地图页面
2. 页面数据正在加载",1、等待数据加载完成,"1、1. 加载动画自动消失
2. 页面内容正常显示
3. 任务列表/地图区域正常渲染"
12903304,加载超时正确显示错误提示,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,A,机载 UI 可 Midscene 执行,convert_high,等待,,"1. 进入作业地图页面
2. 网络延迟或服务端响应超时（模拟地图数据量过大",1、等待加载超时,"1、1. 加载动画持续一段时间后停止
2. 显示加载超时提示文案
3. 提供重试按钮或其他操作选项
4. 页面状态清晰指示加载失败"
12903305,加载过程中底部按钮不可点击,P1,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 进入作业地图页面
2. 页面数据正在加载",1、尝试点击底部操作按钮,"1、1. 设置、返航、回充按钮置灰不可点击
2. 按钮状态明确显示不可用"
12903388,长按关机按键3秒后正确弹出关机重启界面,P0,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,A,机载 UI 可 Midscene 执行,convert_extra,长按,,"1. 系统正常运行中
2. 具备操作权限",1、长按电源按键3秒,"1、1. 弹出关机重启确认界面
2. 显示红色""关机""按钮和蓝色""重启""按钮
3. 显示关闭按钮（X）
4. 背景页面半透明显示"
12903389,点击关机按钮正确执行关机操作,P1,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 关机重启界面已弹出
2. 用户具备操作权限","1、点击红色""关机""按钮","1、1. 系统执行关机流程
2. 显示关机提示信息
3. 设备正常关闭"
12903390,点击重启按钮正确执行重启操作,P1,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 关机重启界面已弹出
2. 用户具备操作权限","1、点击蓝色""重启""按钮","1、1. 系统执行重启流程
2. 显示重启提示信息
3. 设备正常重启并进入系统"
12903391,点击关闭按钮正确关闭界面,P1,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 关机重启界面已弹出,1、点击中间的关闭按钮（X）,"1、1. 关闭关机重启界面
2. 返回正常操作页面
3. 系统继续正常运行"
12903392,长按10秒按键直接关机功能正确,P0,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/关机,A,机载 UI 可 Midscene 执行,convert_extra,长按,,1. 关机重启界面已弹出,1、1.触发关机重启界面后，长按关机按键10秒,"1、1. 直接执行关机操作
2. 无需点击关机按钮
3. 设备正常关闭"
12903373,倾倒过程中取消、暂停、定位按钮可用,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 作业任务执行中
2. 集草箱达到容量上限
3.已设置自动倾倒","1、1.查看自动倾倒过程中页面显示
2.分别点击暂停、取消、挪动底图点击定位按钮查看","1、1.点击暂停，自动倾倒任务暂停，触发手动接管弹窗
2.点击取消，弹窗二次取消确认，确认取消后取消当前任务集任务，返回取消操作停留当前页面
3.挪动底图后点击定位按钮，底图默认归位居中展示当前机器定位区域"
12903375,返航过程中取消、暂停、定位按钮可用,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.作业任务中
2.触发返航操作","1、1.查看返航过程中页面显示
2.分别点击暂停、取消、挪动底图点击定位按钮查看","1、1.点击暂停，返航任务暂停，触发手动接管弹窗
2.点击取消，弹窗二次取消确认，确认取消后取消当前任务集任务，返回取消操作停留当前页面
3.挪动底图后点击定位按钮，底图默认归位居中展示当前机器定位区域"
12903377,回充过程中取消、暂停、定位按钮可用,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.作业任务中
2.触发回充操作","1、1.查看回充过程中页面显示
2.分别点击暂停、取消、挪动底图点击定位按钮查看","1、1.点击暂停，回充任务暂停，触发手动接管弹窗
2.点击取消，弹窗二次取消确认，确认取消后取消当前任务集任务，返回取消操作停留当前页面
3.挪动底图后点击定位按钮，底图默认归位居中展示当前机器定位区域"
12904023,单点触摸,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,开机成功，屏幕可操作,1、1.点击图标、按钮查看,1、点击图标、按钮，响应准确，无延迟、无失灵
12904025,多点触摸,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,A,机载 UI 可 Midscene 执行,convert_extra,缩放,,1.建图成功,1、双指缩放地图查看,1、双指缩放地图，放大缩小正常，无崩溃
12904026,边缘触摸,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,开机成功,1、1.点击屏幕上下左右四角,1、屏幕四角、四周边缘可正常点击，无盲区
12903750,按钮基础点击、长按、拖动操作验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/按钮触控,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/按钮触控,A,机载 UI 可 Midscene 执行,convert_high,点击,,按钮处于可正常使用状态,1. 单次点击按钮；2. 长按按钮；3. 对可拖动按钮进行拖动操作,操作响应正常，功能按设计触发，拖动无异常
12903751,按钮禁用与状态切换触控验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/按钮触控,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/按钮触控,A,机载 UI 可 Midscene 执行,convert_high,点击,,按钮存在可用与禁用两种状态,1. 点击禁用按钮；2. 切换为可用后立即点击；3. 再次切换禁用操作,禁用时无响应，状态切换后触控正常生效
12903752,按钮加载态防重复点击验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/按钮触控,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/按钮触控,A,机载 UI 可 Midscene 执行,convert_high,点击,,按钮点击后存在加载状态,1. 点击按钮进入加载；2. 加载中重复点击按钮,加载期间拦截点击，无重复请求与界面异常
